id,dimension_code,principle_code,title,statement,misbelief,truth_reframe,coach_prompt,tags,use_cases,source_doc,embedding_text,created_at,updated_at,truth_property_tags,verification_mode,fact_layer,reality_layer
tp_cog_019,cognition,COG_002,創作卡關中的過度推論盲點,在創作卡關中，先用過度推論解讀局面，忽略了可被驗證的事實，讓信任開始鬆動。,我的第一個解讀若帶著過度推論，那就一定是真相。,過度推論只是其中一種解讀，不是全部事實。,拿掉過度推論後，還有哪些事實仍然成立？,"[""認知"", ""過度推論"", ""創作""]","[""創作"", ""表達""]",TruthOS seed dataset,cognition 認知 COG_002 過度推論 創作卡關中的過度推論盲點 在創作卡關中，先用過度推論解讀局面，忽略了可被驗證的事實，讓信任開始鬆動。 我的第一個解讀若帶著過度推論，那就一定是真相。 過度推論只是其中一種解讀，不是全部事實。 認知 過度推論 創作 創作 表達,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_020,cognition,COG_002,靈性實踐中的過度推論盲點,在靈性實踐中，先用過度推論解讀局面，忽略了可被驗證的事實，讓決定越來越僵硬。,我的第一個解讀若帶著過度推論，那就一定是真相。,過度推論只是其中一種解讀，不是全部事實。,拿掉過度推論後，還有哪些事實仍然成立？,"[""認知"", ""過度推論"", ""靈性""]","[""靈性"", ""自我觀察""]",TruthOS seed dataset,cognition 認知 COG_002 過度推論 靈性實踐中的過度推論盲點 在靈性實踐中，先用過度推論解讀局面，忽略了可被驗證的事實，讓決定越來越僵硬。 我的第一個解讀若帶著過度推論，那就一定是真相。 過度推論只是其中一種解讀，不是全部事實。 認知 過度推論 靈性 靈性 自我觀察,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_021,cognition,COG_002,重大失落中的過度推論盲點,在重大失落中，先用過度推論解讀局面，忽略了可被驗證的事實，讓內在更難安定。,我的第一個解讀若帶著過度推論，那就一定是真相。,過度推論只是其中一種解讀，不是全部事實。,拿掉過度推論後，還有哪些事實仍然成立？,"[""認知"", ""過度推論"", ""失落""]","[""失落"", ""轉化""]",TruthOS seed dataset,cognition 認知 COG_002 過度推論 重大失落中的過度推論盲點 在重大失落中，先用過度推論解讀局面，忽略了可被驗證的事實，讓內在更難安定。 我的第一個解讀若帶著過度推論，那就一定是真相。 過度推論只是其中一種解讀，不是全部事實。 認知 過度推論 失落 失落 轉化,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_022,cognition,COG_002,教養現場中的過度推論盲點,在教養現場中，先用過度推論解讀局面，忽略了可被驗證的事實，使互動落入重複循環。,我的第一個解讀若帶著過度推論，那就一定是真相。,過度推論只是其中一種解讀，不是全部事實。,拿掉過度推論後，還有哪些事實仍然成立？,"[""認知"", ""過度推論"", ""教養""]","[""親子"", ""教養""]",TruthOS seed dataset,cognition 認知 COG_002 過度推論 教養現場中的過度推論盲點 在教養現場中，先用過度推論解讀局面，忽略了可被驗證的事實，使互動落入重複循環。 我的第一個解讀若帶著過度推論，那就一定是真相。 過度推論只是其中一種解讀，不是全部事實。 認知 過度推論 教養 親子 教養,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_023,cognition,COG_002,團隊回饋中的過度推論盲點,在團隊回饋中，先用過度推論解讀局面，忽略了可被驗證的事實，讓看見真相的空間縮小。,我的第一個解讀若帶著過度推論，那就一定是真相。,過度推論只是其中一種解讀，不是全部事實。,拿掉過度推論後，還有哪些事實仍然成立？,"[""認知"", ""過度推論"", ""回饋""]","[""團隊"", ""回饋""]",TruthOS seed dataset,cognition 認知 COG_002 過度推論 團隊回饋中的過度推論盲點 在團隊回饋中，先用過度推論解讀局面，忽略了可被驗證的事實，讓看見真相的空間縮小。 我的第一個解讀若帶著過度推論，那就一定是真相。 過度推論只是其中一種解讀，不是全部事實。 認知 過度推論 回饋 團隊 回饋,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_024,cognition,COG_003,職場協作中的二分法盲點,在職場協作中，先用二分法解讀局面，忽略了可被驗證的事實，讓支持變成壓力。,我的第一個解讀若帶著二分法，那就一定是真相。,二分法只是其中一種解讀，不是全部事實。,拿掉二分法後，還有哪些事實仍然成立？,"[""認知"", ""二分法"", ""職場""]","[""工作"", ""團隊""]",TruthOS seed dataset,cognition 認知 COG_003 二分法 職場協作中的二分法盲點 在職場協作中，先用二分法解讀局面，忽略了可被驗證的事實，讓支持變成壓力。 我的第一個解讀若帶著二分法，那就一定是真相。 二分法只是其中一種解讀，不是全部事實。 認知 二分法 職場 工作 團隊,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_025,cognition,COG_003,領導決策中的二分法盲點,在領導決策中，先用二分法解讀局面，忽略了可被驗證的事實，讓改變停在表面。,我的第一個解讀若帶著二分法，那就一定是真相。,二分法只是其中一種解讀，不是全部事實。,拿掉二分法後，還有哪些事實仍然成立？,"[""認知"", ""二分法"", ""領導""]","[""領導"", ""決策""]",TruthOS seed dataset,cognition 認知 COG_003 二分法 領導決策中的二分法盲點 在領導決策中，先用二分法解讀局面，忽略了可被驗證的事實，讓改變停在表面。 我的第一個解讀若帶著二分法，那就一定是真相。 二分法只是其中一種解讀，不是全部事實。 認知 二分法 領導 領導 決策,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_026,cognition,COG_003,朋友互動中的二分法盲點,在朋友互動中，先用二分法解讀局面，忽略了可被驗證的事實，讓資源交換變得扭曲。,我的第一個解讀若帶著二分法，那就一定是真相。,二分法只是其中一種解讀，不是全部事實。,拿掉二分法後，還有哪些事實仍然成立？,"[""認知"", ""二分法"", ""友誼""]","[""友誼"", ""界線""]",TruthOS seed dataset,cognition 認知 COG_003 二分法 朋友互動中的二分法盲點 在朋友互動中，先用二分法解讀局面，忽略了可被驗證的事實，讓資源交換變得扭曲。 我的第一個解讀若帶著二分法，那就一定是真相。 二分法只是其中一種解讀，不是全部事實。 認知 二分法 友誼 友誼 界線,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_027,cognition,COG_003,金錢選擇中的二分法盲點,在金錢選擇中，先用二分法解讀局面，忽略了可被驗證的事實，讓對話逐漸失衡。,我的第一個解讀若帶著二分法，那就一定是真相。,二分法只是其中一種解讀，不是全部事實。,拿掉二分法後，還有哪些事實仍然成立？,"[""認知"", ""二分法"", ""金錢""]","[""金錢"", ""價值""]",TruthOS seed dataset,cognition 認知 COG_003 二分法 金錢選擇中的二分法盲點 在金錢選擇中，先用二分法解讀局面，忽略了可被驗證的事實，讓對話逐漸失衡。 我的第一個解讀若帶著二分法，那就一定是真相。 二分法只是其中一種解讀，不是全部事實。 認知 二分法 金錢 金錢 價值,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_028,cognition,COG_003,健康壓力中的二分法盲點,在健康壓力中，先用二分法解讀局面，忽略了可被驗證的事實，讓界線變得模糊。,我的第一個解讀若帶著二分法，那就一定是真相。,二分法只是其中一種解讀，不是全部事實。,拿掉二分法後，還有哪些事實仍然成立？,"[""認知"", ""二分法"", ""健康""]","[""健康"", ""壓力""]",TruthOS seed dataset,cognition 認知 COG_003 二分法 健康壓力中的二分法盲點 在健康壓力中，先用二分法解讀局面，忽略了可被驗證的事實，讓界線變得模糊。 我的第一個解讀若帶著二分法，那就一定是真相。 二分法只是其中一種解讀，不是全部事實。 認知 二分法 健康 健康 壓力,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_029,cognition,COG_003,創作卡關中的二分法盲點,在創作卡關中，先用二分法解讀局面，忽略了可被驗證的事實，讓責任位置變得混亂。,我的第一個解讀若帶著二分法，那就一定是真相。,二分法只是其中一種解讀，不是全部事實。,拿掉二分法後，還有哪些事實仍然成立？,"[""認知"", ""二分法"", ""創作""]","[""創作"", ""表達""]",TruthOS seed dataset,cognition 認知 COG_003 二分法 創作卡關中的二分法盲點 在創作卡關中，先用二分法解讀局面，忽略了可被驗證的事實，讓責任位置變得混亂。 我的第一個解讀若帶著二分法，那就一定是真相。 二分法只是其中一種解讀，不是全部事實。 認知 二分法 創作 創作 表達,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_030,cognition,COG_003,靈性實踐中的二分法盲點,在靈性實踐中，先用二分法解讀局面，忽略了可被驗證的事實，使真正的需求被遮住。,我的第一個解讀若帶著二分法，那就一定是真相。,二分法只是其中一種解讀，不是全部事實。,拿掉二分法後，還有哪些事實仍然成立？,"[""認知"", ""二分法"", ""靈性""]","[""靈性"", ""自我觀察""]",TruthOS seed dataset,cognition 認知 COG_003 二分法 靈性實踐中的二分法盲點 在靈性實踐中，先用二分法解讀局面，忽略了可被驗證的事實，使真正的需求被遮住。 我的第一個解讀若帶著二分法，那就一定是真相。 二分法只是其中一種解讀，不是全部事實。 認知 二分法 靈性 靈性 自我觀察,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_031,cognition,COG_003,重大失落中的二分法盲點,在重大失落中，先用二分法解讀局面，忽略了可被驗證的事實，讓反饋失去作用。,我的第一個解讀若帶著二分法，那就一定是真相。,二分法只是其中一種解讀，不是全部事實。,拿掉二分法後，還有哪些事實仍然成立？,"[""認知"", ""二分法"", ""失落""]","[""失落"", ""轉化""]",TruthOS seed dataset,cognition 認知 COG_003 二分法 重大失落中的二分法盲點 在重大失落中，先用二分法解讀局面，忽略了可被驗證的事實，讓反饋失去作用。 我的第一個解讀若帶著二分法，那就一定是真相。 二分法只是其中一種解讀，不是全部事實。 認知 二分法 失落 失落 轉化,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_032,cognition,COG_003,教養現場中的二分法盲點,在教養現場中，先用二分法解讀局面，忽略了可被驗證的事實，讓信任開始鬆動。,我的第一個解讀若帶著二分法，那就一定是真相。,二分法只是其中一種解讀，不是全部事實。,拿掉二分法後，還有哪些事實仍然成立？,"[""認知"", ""二分法"", ""教養""]","[""親子"", ""教養""]",TruthOS seed dataset,cognition 認知 COG_003 二分法 教養現場中的二分法盲點 在教養現場中，先用二分法解讀局面，忽略了可被驗證的事實，讓信任開始鬆動。 我的第一個解讀若帶著二分法，那就一定是真相。 二分法只是其中一種解讀，不是全部事實。 認知 二分法 教養 親子 教養,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_033,cognition,COG_003,團隊回饋中的二分法盲點,在團隊回饋中，先用二分法解讀局面，忽略了可被驗證的事實，讓決定越來越僵硬。,我的第一個解讀若帶著二分法，那就一定是真相。,二分法只是其中一種解讀，不是全部事實。,拿掉二分法後，還有哪些事實仍然成立？,"[""認知"", ""二分法"", ""回饋""]","[""團隊"", ""回饋""]",TruthOS seed dataset,cognition 認知 COG_003 二分法 團隊回饋中的二分法盲點 在團隊回饋中，先用二分法解讀局面，忽略了可被驗證的事實，讓決定越來越僵硬。 我的第一個解讀若帶著二分法，那就一定是真相。 二分法只是其中一種解讀，不是全部事實。 認知 二分法 回饋 團隊 回饋,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_034,cognition,COG_003,社群曝光中的二分法盲點,在社群曝光中，先用二分法解讀局面，忽略了可被驗證的事實，讓內在更難安定。,我的第一個解讀若帶著二分法，那就一定是真相。,二分法只是其中一種解讀，不是全部事實。,拿掉二分法後，還有哪些事實仍然成立？,"[""認知"", ""二分法"", ""社群""]","[""社群"", ""自我價值""]",TruthOS seed dataset,cognition 認知 COG_003 二分法 社群曝光中的二分法盲點 在社群曝光中，先用二分法解讀局面，忽略了可被驗證的事實，讓內在更難安定。 我的第一個解讀若帶著二分法，那就一定是真相。 二分法只是其中一種解讀，不是全部事實。 認知 二分法 社群 社群 自我價值,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_035,cognition,COG_004,領導決策中的腦補盲點,在領導決策中，先用腦補解讀局面，忽略了可被驗證的事實，使互動落入重複循環。,我的第一個解讀若帶著腦補，那就一定是真相。,腦補只是其中一種解讀，不是全部事實。,拿掉腦補後，還有哪些事實仍然成立？,"[""認知"", ""腦補"", ""領導""]","[""領導"", ""決策""]",TruthOS seed dataset,cognition 認知 COG_004 腦補 領導決策中的腦補盲點 在領導決策中，先用腦補解讀局面，忽略了可被驗證的事實，使互動落入重複循環。 我的第一個解讀若帶著腦補，那就一定是真相。 腦補只是其中一種解讀，不是全部事實。 認知 腦補 領導 領導 決策,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_036,cognition,COG_004,朋友互動中的腦補盲點,在朋友互動中，先用腦補解讀局面，忽略了可被驗證的事實，讓看見真相的空間縮小。,我的第一個解讀若帶著腦補，那就一定是真相。,腦補只是其中一種解讀，不是全部事實。,拿掉腦補後，還有哪些事實仍然成立？,"[""認知"", ""腦補"", ""友誼""]","[""友誼"", ""界線""]",TruthOS seed dataset,cognition 認知 COG_004 腦補 朋友互動中的腦補盲點 在朋友互動中，先用腦補解讀局面，忽略了可被驗證的事實，讓看見真相的空間縮小。 我的第一個解讀若帶著腦補，那就一定是真相。 腦補只是其中一種解讀，不是全部事實。 認知 腦補 友誼 友誼 界線,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_037,cognition,COG_004,金錢選擇中的腦補盲點,在金錢選擇中，先用腦補解讀局面，忽略了可被驗證的事實，讓支持變成壓力。,我的第一個解讀若帶著腦補，那就一定是真相。,腦補只是其中一種解讀，不是全部事實。,拿掉腦補後，還有哪些事實仍然成立？,"[""認知"", ""腦補"", ""金錢""]","[""金錢"", ""價值""]",TruthOS seed dataset,cognition 認知 COG_004 腦補 金錢選擇中的腦補盲點 在金錢選擇中，先用腦補解讀局面，忽略了可被驗證的事實，讓支持變成壓力。 我的第一個解讀若帶著腦補，那就一定是真相。 腦補只是其中一種解讀，不是全部事實。 認知 腦補 金錢 金錢 價值,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_038,cognition,COG_004,健康壓力中的腦補盲點,在健康壓力中，先用腦補解讀局面，忽略了可被驗證的事實，讓改變停在表面。,我的第一個解讀若帶著腦補，那就一定是真相。,腦補只是其中一種解讀，不是全部事實。,拿掉腦補後，還有哪些事實仍然成立？,"[""認知"", ""腦補"", ""健康""]","[""健康"", ""壓力""]",TruthOS seed dataset,cognition 認知 COG_004 腦補 健康壓力中的腦補盲點 在健康壓力中，先用腦補解讀局面，忽略了可被驗證的事實，讓改變停在表面。 我的第一個解讀若帶著腦補，那就一定是真相。 腦補只是其中一種解讀，不是全部事實。 認知 腦補 健康 健康 壓力,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_039,cognition,COG_004,創作卡關中的腦補盲點,在創作卡關中，先用腦補解讀局面，忽略了可被驗證的事實，讓資源交換變得扭曲。,我的第一個解讀若帶著腦補，那就一定是真相。,腦補只是其中一種解讀，不是全部事實。,拿掉腦補後，還有哪些事實仍然成立？,"[""認知"", ""腦補"", ""創作""]","[""創作"", ""表達""]",TruthOS seed dataset,cognition 認知 COG_004 腦補 創作卡關中的腦補盲點 在創作卡關中，先用腦補解讀局面，忽略了可被驗證的事實，讓資源交換變得扭曲。 我的第一個解讀若帶著腦補，那就一定是真相。 腦補只是其中一種解讀，不是全部事實。 認知 腦補 創作 創作 表達,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_040,cognition,COG_004,靈性實踐中的腦補盲點,在靈性實踐中，先用腦補解讀局面，忽略了可被驗證的事實，讓對話逐漸失衡。,我的第一個解讀若帶著腦補，那就一定是真相。,腦補只是其中一種解讀，不是全部事實。,拿掉腦補後，還有哪些事實仍然成立？,"[""認知"", ""腦補"", ""靈性""]","[""靈性"", ""自我觀察""]",TruthOS seed dataset,cognition 認知 COG_004 腦補 靈性實踐中的腦補盲點 在靈性實踐中，先用腦補解讀局面，忽略了可被驗證的事實，讓對話逐漸失衡。 我的第一個解讀若帶著腦補，那就一定是真相。 腦補只是其中一種解讀，不是全部事實。 認知 腦補 靈性 靈性 自我觀察,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_041,cognition,COG_004,重大失落中的腦補盲點,在重大失落中，先用腦補解讀局面，忽略了可被驗證的事實，讓界線變得模糊。,我的第一個解讀若帶著腦補，那就一定是真相。,腦補只是其中一種解讀，不是全部事實。,拿掉腦補後，還有哪些事實仍然成立？,"[""認知"", ""腦補"", ""失落""]","[""失落"", ""轉化""]",TruthOS seed dataset,cognition 認知 COG_004 腦補 重大失落中的腦補盲點 在重大失落中，先用腦補解讀局面，忽略了可被驗證的事實，讓界線變得模糊。 我的第一個解讀若帶著腦補，那就一定是真相。 腦補只是其中一種解讀，不是全部事實。 認知 腦補 失落 失落 轉化,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_042,cognition,COG_004,教養現場中的腦補盲點,在教養現場中，先用腦補解讀局面，忽略了可被驗證的事實，讓責任位置變得混亂。,我的第一個解讀若帶著腦補，那就一定是真相。,腦補只是其中一種解讀，不是全部事實。,拿掉腦補後，還有哪些事實仍然成立？,"[""認知"", ""腦補"", ""教養""]","[""親子"", ""教養""]",TruthOS seed dataset,cognition 認知 COG_004 腦補 教養現場中的腦補盲點 在教養現場中，先用腦補解讀局面，忽略了可被驗證的事實，讓責任位置變得混亂。 我的第一個解讀若帶著腦補，那就一定是真相。 腦補只是其中一種解讀，不是全部事實。 認知 腦補 教養 親子 教養,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_043,cognition,COG_004,團隊回饋中的腦補盲點,在團隊回饋中，先用腦補解讀局面，忽略了可被驗證的事實，使真正的需求被遮住。,我的第一個解讀若帶著腦補，那就一定是真相。,腦補只是其中一種解讀，不是全部事實。,拿掉腦補後，還有哪些事實仍然成立？,"[""認知"", ""腦補"", ""回饋""]","[""團隊"", ""回饋""]",TruthOS seed dataset,cognition 認知 COG_004 腦補 團隊回饋中的腦補盲點 在團隊回饋中，先用腦補解讀局面，忽略了可被驗證的事實，使真正的需求被遮住。 我的第一個解讀若帶著腦補，那就一定是真相。 腦補只是其中一種解讀，不是全部事實。 認知 腦補 回饋 團隊 回饋,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_044,cognition,COG_004,社群曝光中的腦補盲點,在社群曝光中，先用腦補解讀局面，忽略了可被驗證的事實，讓反饋失去作用。,我的第一個解讀若帶著腦補，那就一定是真相。,腦補只是其中一種解讀，不是全部事實。,拿掉腦補後，還有哪些事實仍然成立？,"[""認知"", ""腦補"", ""社群""]","[""社群"", ""自我價值""]",TruthOS seed dataset,cognition 認知 COG_004 腦補 社群曝光中的腦補盲點 在社群曝光中，先用腦補解讀局面，忽略了可被驗證的事實，讓反饋失去作用。 我的第一個解讀若帶著腦補，那就一定是真相。 腦補只是其中一種解讀，不是全部事實。 認知 腦補 社群 社群 自我價值,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_045,cognition,COG_004,家庭對話中的腦補盲點,在家庭對話中，先用腦補解讀局面，忽略了可被驗證的事實，讓信任開始鬆動。,我的第一個解讀若帶著腦補，那就一定是真相。,腦補只是其中一種解讀，不是全部事實。,拿掉腦補後，還有哪些事實仍然成立？,"[""認知"", ""腦補"", ""家庭""]","[""家庭"", ""親子""]",TruthOS seed dataset,cognition 認知 COG_004 腦補 家庭對話中的腦補盲點 在家庭對話中，先用腦補解讀局面，忽略了可被驗證的事實，讓信任開始鬆動。 我的第一個解讀若帶著腦補，那就一定是真相。 腦補只是其中一種解讀，不是全部事實。 認知 腦補 家庭 家庭 親子,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_046,cognition,COG_005,朋友互動中的先入為主盲點,在朋友互動中，先用先入為主解讀局面，忽略了可被驗證的事實，讓決定越來越僵硬。,我的第一個解讀若帶著先入為主，那就一定是真相。,先入為主只是其中一種解讀，不是全部事實。,拿掉先入為主後，還有哪些事實仍然成立？,"[""認知"", ""先入為主"", ""友誼""]","[""友誼"", ""界線""]",TruthOS seed dataset,cognition 認知 COG_005 先入為主 朋友互動中的先入為主盲點 在朋友互動中，先用先入為主解讀局面，忽略了可被驗證的事實，讓決定越來越僵硬。 我的第一個解讀若帶著先入為主，那就一定是真相。 先入為主只是其中一種解讀，不是全部事實。 認知 先入為主 友誼 友誼 界線,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_047,cognition,COG_005,金錢選擇中的先入為主盲點,在金錢選擇中，先用先入為主解讀局面，忽略了可被驗證的事實，讓內在更難安定。,我的第一個解讀若帶著先入為主，那就一定是真相。,先入為主只是其中一種解讀，不是全部事實。,拿掉先入為主後，還有哪些事實仍然成立？,"[""認知"", ""先入為主"", ""金錢""]","[""金錢"", ""價值""]",TruthOS seed dataset,cognition 認知 COG_005 先入為主 金錢選擇中的先入為主盲點 在金錢選擇中，先用先入為主解讀局面，忽略了可被驗證的事實，讓內在更難安定。 我的第一個解讀若帶著先入為主，那就一定是真相。 先入為主只是其中一種解讀，不是全部事實。 認知 先入為主 金錢 金錢 價值,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_048,cognition,COG_005,健康壓力中的先入為主盲點,在健康壓力中，先用先入為主解讀局面，忽略了可被驗證的事實，使互動落入重複循環。,我的第一個解讀若帶著先入為主，那就一定是真相。,先入為主只是其中一種解讀，不是全部事實。,拿掉先入為主後，還有哪些事實仍然成立？,"[""認知"", ""先入為主"", ""健康""]","[""健康"", ""壓力""]",TruthOS seed dataset,cognition 認知 COG_005 先入為主 健康壓力中的先入為主盲點 在健康壓力中，先用先入為主解讀局面，忽略了可被驗證的事實，使互動落入重複循環。 我的第一個解讀若帶著先入為主，那就一定是真相。 先入為主只是其中一種解讀，不是全部事實。 認知 先入為主 健康 健康 壓力,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_049,cognition,COG_005,創作卡關中的先入為主盲點,在創作卡關中，先用先入為主解讀局面，忽略了可被驗證的事實，讓看見真相的空間縮小。,我的第一個解讀若帶著先入為主，那就一定是真相。,先入為主只是其中一種解讀，不是全部事實。,拿掉先入為主後，還有哪些事實仍然成立？,"[""認知"", ""先入為主"", ""創作""]","[""創作"", ""表達""]",TruthOS seed dataset,cognition 認知 COG_005 先入為主 創作卡關中的先入為主盲點 在創作卡關中，先用先入為主解讀局面，忽略了可被驗證的事實，讓看見真相的空間縮小。 我的第一個解讀若帶著先入為主，那就一定是真相。 先入為主只是其中一種解讀，不是全部事實。 認知 先入為主 創作 創作 表達,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_050,cognition,COG_005,靈性實踐中的先入為主盲點,在靈性實踐中，先用先入為主解讀局面，忽略了可被驗證的事實，讓支持變成壓力。,我的第一個解讀若帶著先入為主，那就一定是真相。,先入為主只是其中一種解讀，不是全部事實。,拿掉先入為主後，還有哪些事實仍然成立？,"[""認知"", ""先入為主"", ""靈性""]","[""靈性"", ""自我觀察""]",TruthOS seed dataset,cognition 認知 COG_005 先入為主 靈性實踐中的先入為主盲點 在靈性實踐中，先用先入為主解讀局面，忽略了可被驗證的事實，讓支持變成壓力。 我的第一個解讀若帶著先入為主，那就一定是真相。 先入為主只是其中一種解讀，不是全部事實。 認知 先入為主 靈性 靈性 自我觀察,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_051,cognition,COG_005,重大失落中的先入為主盲點,在重大失落中，先用先入為主解讀局面，忽略了可被驗證的事實，讓改變停在表面。,我的第一個解讀若帶著先入為主，那就一定是真相。,先入為主只是其中一種解讀，不是全部事實。,拿掉先入為主後，還有哪些事實仍然成立？,"[""認知"", ""先入為主"", ""失落""]","[""失落"", ""轉化""]",TruthOS seed dataset,cognition 認知 COG_005 先入為主 重大失落中的先入為主盲點 在重大失落中，先用先入為主解讀局面，忽略了可被驗證的事實，讓改變停在表面。 我的第一個解讀若帶著先入為主，那就一定是真相。 先入為主只是其中一種解讀，不是全部事實。 認知 先入為主 失落 失落 轉化,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_052,cognition,COG_005,教養現場中的先入為主盲點,在教養現場中，先用先入為主解讀局面，忽略了可被驗證的事實，讓資源交換變得扭曲。,我的第一個解讀若帶著先入為主，那就一定是真相。,先入為主只是其中一種解讀，不是全部事實。,拿掉先入為主後，還有哪些事實仍然成立？,"[""認知"", ""先入為主"", ""教養""]","[""親子"", ""教養""]",TruthOS seed dataset,cognition 認知 COG_005 先入為主 教養現場中的先入為主盲點 在教養現場中，先用先入為主解讀局面，忽略了可被驗證的事實，讓資源交換變得扭曲。 我的第一個解讀若帶著先入為主，那就一定是真相。 先入為主只是其中一種解讀，不是全部事實。 認知 先入為主 教養 親子 教養,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_053,cognition,COG_005,團隊回饋中的先入為主盲點,在團隊回饋中，先用先入為主解讀局面，忽略了可被驗證的事實，讓對話逐漸失衡。,我的第一個解讀若帶著先入為主，那就一定是真相。,先入為主只是其中一種解讀，不是全部事實。,拿掉先入為主後，還有哪些事實仍然成立？,"[""認知"", ""先入為主"", ""回饋""]","[""團隊"", ""回饋""]",TruthOS seed dataset,cognition 認知 COG_005 先入為主 團隊回饋中的先入為主盲點 在團隊回饋中，先用先入為主解讀局面，忽略了可被驗證的事實，讓對話逐漸失衡。 我的第一個解讀若帶著先入為主，那就一定是真相。 先入為主只是其中一種解讀，不是全部事實。 認知 先入為主 回饋 團隊 回饋,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
tp_cog_054,cognition,COG_005,社群曝光中的先入為主盲點,在社群曝光中，先用先入為主解讀局面，忽略了可被驗證的事實，讓界線變得模糊。,我的第一個解讀若帶著先入為主，那就一定是真相。,先入為主只是其中一種解讀，不是全部事實。,拿掉先入為主後，還有哪些事實仍然成立？,"[""認知"", ""先入為主"", ""社群""]","[""社群"", ""自我價值""]",TruthOS seed dataset,cognition 認知 COG_005 先入為主 社群曝光中的先入為主盲點 在社群曝光中，先用先入為主解讀局面，忽略了可被驗證的事實，讓界線變得模糊。 我的第一個解讀若帶著先入為主，那就一定是真相。 先入為主只是其中一種解讀，不是全部事實。 認知 先入為主 社群 社群 自我價值,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,[],dialogue,,
