id,dimension_code,code,title,axiom,explanation,created_at,updated_at,worldly_example,spiritual_example,objectivity_statement,truth_property_primary
cp_suf_004,suffering,SUF_004,比較傷口型痛苦循環,痛苦一旦與比較傷口結盟，傷口就會變成身份。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 比較傷口型痛苦循環 appears as repeated observable patterns in choices and consequences.","In consciousness, 比較傷口型痛苦循環 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",discoverability
cp_suf_005,suffering,SUF_005,放大失落型痛苦循環,痛苦一旦與放大失落結盟，傷口就會變成身份。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 放大失落型痛苦循環 appears as repeated observable patterns in choices and consequences.","In consciousness, 放大失落型痛苦循環 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",discoverability
cp_suf_006,suffering,SUF_006,反覆咀嚼型痛苦循環,痛苦一旦與反覆咀嚼結盟，傷口就會變成身份。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 反覆咀嚼型痛苦循環 appears as repeated observable patterns in choices and consequences.","In consciousness, 反覆咀嚼型痛苦循環 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",discoverability
cp_suf_007,suffering,SUF_007,用痛換關注型痛苦循環,痛苦一旦與用痛換關注結盟，傷口就會變成身份。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 用痛換關注型痛苦循環 appears as repeated observable patterns in choices and consequences.","In consciousness, 用痛換關注型痛苦循環 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",discoverability
cp_suf_008,suffering,SUF_008,拒絕求助型痛苦循環,痛苦一旦與拒絕求助結盟，傷口就會變成身份。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 拒絕求助型痛苦循環 appears as repeated observable patterns in choices and consequences.","In consciousness, 拒絕求助型痛苦循環 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",discoverability
cp_fre_001,freedom,FRE_001,害怕承諾型自由假象,自由若建立在害怕承諾上，選擇看似開闊卻仍被束縛。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 害怕承諾型自由假象 appears as repeated observable patterns in choices and consequences.","In consciousness, 害怕承諾型自由假象 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",plurality
cp_fre_002,freedom,FRE_002,假性自由型自由假象,自由若建立在假性自由上，選擇看似開闊卻仍被束縛。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 假性自由型自由假象 appears as repeated observable patterns in choices and consequences.","In consciousness, 假性自由型自由假象 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",plurality
cp_fre_003,freedom,FRE_003,依賴外部許可型自由假象,自由若建立在依賴外部許可上，選擇看似開闊卻仍被束縛。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 依賴外部許可型自由假象 appears as repeated observable patterns in choices and consequences.","In consciousness, 依賴外部許可型自由假象 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",plurality
cp_fre_004,freedom,FRE_004,逃避責任型自由假象,自由若建立在逃避責任上，選擇看似開闊卻仍被束縛。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 逃避責任型自由假象 appears as repeated observable patterns in choices and consequences.","In consciousness, 逃避責任型自由假象 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",plurality
cp_fre_005,freedom,FRE_005,害怕失去選項型自由假象,自由若建立在害怕失去選項上，選擇看似開闊卻仍被束縛。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 害怕失去選項型自由假象 appears as repeated observable patterns in choices and consequences.","In consciousness, 害怕失去選項型自由假象 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",plurality
cp_fre_006,freedom,FRE_006,把反抗當自由型自由假象,自由若建立在把反抗當自由上，選擇看似開闊卻仍被束縛。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 把反抗當自由型自由假象 appears as repeated observable patterns in choices and consequences.","In consciousness, 把反抗當自由型自由假象 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",plurality
cp_fre_007,freedom,FRE_007,過度獨立型自由假象,自由若建立在過度獨立上，選擇看似開闊卻仍被束縛。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 過度獨立型自由假象 appears as repeated observable patterns in choices and consequences.","In consciousness, 過度獨立型自由假象 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",plurality
cp_fre_008,freedom,FRE_008,被角色綁住型自由假象,自由若建立在被角色綁住上，選擇看似開闊卻仍被束縛。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 被角色綁住型自由假象 appears as repeated observable patterns in choices and consequences.","In consciousness, 被角色綁住型自由假象 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",plurality
cp_com_001,compassion,COM_001,過度承擔式慈悲失衡,慈悲若失去中心而落入過度承擔，付出就會耗損生命力。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 過度承擔式慈悲失衡 appears as repeated observable patterns in choices and consequences.","In consciousness, 過度承擔式慈悲失衡 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",plurality
cp_com_002,compassion,COM_002,慈悲疲勞式慈悲失衡,慈悲若失去中心而落入慈悲疲勞，付出就會耗損生命力。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 慈悲疲勞式慈悲失衡 appears as repeated observable patterns in choices and consequences.","In consciousness, 慈悲疲勞式慈悲失衡 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",plurality
cp_com_003,compassion,COM_003,同情替代理解式慈悲失衡,慈悲若失去中心而落入同情替代理解，付出就會耗損生命力。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 同情替代理解式慈悲失衡 appears as repeated observable patterns in choices and consequences.","In consciousness, 同情替代理解式慈悲失衡 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",plurality
cp_com_004,compassion,COM_004,把付出當價值式慈悲失衡,慈悲若失去中心而落入把付出當價值，付出就會耗損生命力。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 把付出當價值式慈悲失衡 appears as repeated observable patterns in choices and consequences.","In consciousness, 把付出當價值式慈悲失衡 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",plurality
cp_com_005,compassion,COM_005,不會接住自己式慈悲失衡,慈悲若失去中心而落入不會接住自己，付出就會耗損生命力。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 不會接住自己式慈悲失衡 appears as repeated observable patterns in choices and consequences.","In consciousness, 不會接住自己式慈悲失衡 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",plurality
cp_com_006,compassion,COM_006,溫柔失去界線式慈悲失衡,慈悲若失去中心而落入溫柔失去界線，付出就會耗損生命力。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 溫柔失去界線式慈悲失衡 appears as repeated observable patterns in choices and consequences.","In consciousness, 溫柔失去界線式慈悲失衡 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",plurality
cp_com_007,compassion,COM_007,用善良避衝突式慈悲失衡,慈悲若失去中心而落入用善良避衝突，付出就會耗損生命力。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 用善良避衝突式慈悲失衡 appears as repeated observable patterns in choices and consequences.","In consciousness, 用善良避衝突式慈悲失衡 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",plurality
cp_com_008,compassion,COM_008,忽略自身需要式慈悲失衡,慈悲若失去中心而落入忽略自身需要，付出就會耗損生命力。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 忽略自身需要式慈悲失衡 appears as repeated observable patterns in choices and consequences.","In consciousness, 忽略自身需要式慈悲失衡 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",plurality
cp_dis_001,discernment,DIS_001,把直覺當結論辨識偏差,辨識若被把直覺當結論遮住，真相就會被立場取代。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 把直覺當結論辨識偏差 appears as repeated observable patterns in choices and consequences.","In consciousness, 把直覺當結論辨識偏差 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",objectivity
cp_dis_002,discernment,DIS_002,只挑想聽的辨識偏差,辨識若被只挑想聽的遮住，真相就會被立場取代。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 只挑想聽的辨識偏差 appears as repeated observable patterns in choices and consequences.","In consciousness, 只挑想聽的辨識偏差 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",objectivity
cp_dis_003,discernment,DIS_003,權威依賴辨識偏差,辨識若被權威依賴遮住，真相就會被立場取代。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 權威依賴辨識偏差 appears as repeated observable patterns in choices and consequences.","In consciousness, 權威依賴辨識偏差 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",objectivity
cp_dis_004,discernment,DIS_004,道德優越辨識偏差,辨識若被道德優越遮住，真相就會被立場取代。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 道德優越辨識偏差 appears as repeated observable patterns in choices and consequences.","In consciousness, 道德優越辨識偏差 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",objectivity
cp_dis_005,discernment,DIS_005,真假混用辨識偏差,辨識若被真假混用遮住，真相就會被立場取代。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 真假混用辨識偏差 appears as repeated observable patterns in choices and consequences.","In consciousness, 真假混用辨識偏差 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",objectivity
cp_dis_006,discernment,DIS_006,語氣取代內容辨識偏差,辨識若被語氣取代內容遮住，真相就會被立場取代。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 語氣取代內容辨識偏差 appears as repeated observable patterns in choices and consequences.","In consciousness, 語氣取代內容辨識偏差 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",objectivity
cp_dis_007,discernment,DIS_007,急著定義辨識偏差,辨識若被急著定義遮住，真相就會被立場取代。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 急著定義辨識偏差 appears as repeated observable patterns in choices and consequences.","In consciousness, 急著定義辨識偏差 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",objectivity
cp_dis_008,discernment,DIS_008,害怕看見複雜辨識偏差,辨識若被害怕看見複雜遮住，真相就會被立場取代。,,2026-06-04T10:25:52.059328+00:00,2026-06-04T10:25:52.059328+00:00,"In lived situations, 害怕看見複雜辨識偏差 appears as repeated observable patterns in choices and consequences.","In consciousness, 害怕看見複雜辨識偏差 appears as the inner pattern that shapes perception and response.","This principle operates even if the person does not know, believe, or imagine it.",objectivity
